"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
4,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
4,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
4,2,1,0,0,18.3645,0.1,0,0,0,0.0651506563495878,0.95
4,2,2,0,0,18.3645,0.1,0,0,0,0.0842376942139765,0.95
4,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
4,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
4,3,1,0,0,367.29,0.1,0,0,0,0.0619132652232578,0.5
4,3,2,0,0,367.29,0.1,0,0,0,0.0761342567930366,0.5
4,3,3,0,0,367.29,0.1,0,0,0,0,0.5
4,3,4,0,0,367.29,0.1,0,0,0,0.0624670856739644,0.5
5,1,1,0,0,459.1125,0.1,0,0,0,0.0651652748470412,0.1
5,1,2,0,0,459.1125,0.1,0,0,0,0.0468485634197608,0.1
5,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
5,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
5,2,1,0,0,18.3645,0.1,0,0,0,0.0657517546284274,0.95
5,2,2,0,0,18.3645,0.1,0,0,0,0.0552402312202912,0.95
5,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
5,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
5,3,1,0,0,367.29,0.1,0,0,0,0.0593457389561461,0.5
5,3,2,0,0,367.29,0.1,0,0,0,0.0461850750322489,0.5
5,3,3,0,0,367.29,0.1,0,0,0,0,0.5
5,3,4,0,0,367.29,0.1,0,0,0,0.0473056609485583,0.5
6,1,1,0,0,459.1125,0.1,0,0,0,0.0185568033069452,0.1
6,1,2,0,0,459.1125,0.1,0,0,0,0.0850646191330304,0.1
6,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
6,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
6,2,1,0,0,18.3645,0.1,0,0,0,0.00816485174444348,0.95
6,2,2,0,0,18.3645,0.1,0,0,0,0.0826896203374145,0.95
6,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
6,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
6,3,1,0,0,367.29,0.1,0,0,0,0.0141030160424444,0.5
6,3,2,0,0,367.29,0.1,0,0,0,0.0887451892963638,0.5
6,3,3,0,0,367.29,0.1,0,0,0,0,0.5
6,3,4,0,0,367.29,0.1,0,0,0,0.0445063559020736,0.5
7,1,1,0,0,459.1125,0.001,0,0,0,0.000718618892286542,0
7,1,2,0,0,459.1125,0.001,0,0,0,0.000942012760993602,0
7,1,3,0,0,459.1125,0.001,0,0,0,0,0
7,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
7,2,1,0,0,18.3645,0.1,0,0,0,0.0648813466056889,0.95
7,2,2,0,0,18.3645,0.1,0,0,0,0.0969577508325483,0.95
7,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
7,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
7,3,1,0,0,367.29,0.001,0,0,0,0.000680357786135499,0
7,3,2,0,0,367.29,0.001,0,0,0,0.000950655450184485,0
7,3,3,0,0,367.29,0.001,0,0,0,0,0
7,3,4,0,0,367.29,0.1,0,0,0,0.0184970434807142,0.5
8,1,1,0,0,459.1125,0.001,0,0,0,0.000272722939531507,0
8,1,2,0,0,459.1125,0.001,0,0,0,0.000485460663111993,0
8,1,3,0,0,459.1125,0.001,0,0,0,0,0
8,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
8,2,1,0,0,18.3645,0.1,0,0,0,0.0193204397644596,0.95
8,2,2,0,0,18.3645,0.1,0,0,0,0.0466534457914253,0.95
8,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
8,3,1,0,0,367.29,0.001,0,0,0,0.000265966527133334,0
8,3,2,0,0,367.29,0.001,0,0,0,0.000546945363196164,0
8,3,3,0,0,367.29,0.001,0,0,0,0,0
8,3,4,0,0,367.29,0.1,0,0,0,0.0404797258948722,0.5
9,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,2,0,0,459.1125,0.1,0,0,0,0.088915675063978,0.1
9,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
9,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,2,0,0,18.3645,0.1,0,0,0,0.0910905696038611,0.95
9,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
9,3,1,0,0,367.29,0.1,0,0,0,0,0.5
9,3,2,0,0,367.29,0.1,0,0,0,0.0916262994778215,0.5
9,3,3,0,0,367.29,0.1,0,0,0,0,0.5
9,3,4,0,0,367.29,0.1,0,0,0,0.0296089093804781,0.5
10,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,2,0,0,459.1125,0.1,0,0,0,0.0579484245053376,0.1
10,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
10,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,2,0,0,18.3645,0.1,0,0,0,0.0614930893943696,0.95
10,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
10,3,1,0,0,367.29,0.1,0,0,0,0,0.5
10,3,2,0,0,367.29,0.1,0,0,0,0.0631559609766055,0.5
10,3,3,0,0,367.29,0.1,0,0,0,0,0.5
10,3,4,0,0,367.29,0.1,0,0,0,0.0225260600355415,0.5
11,1,1,0,0,459.1125,0.1,0,0,0,0.0492058775635515,0.1
11,1,2,0,0,459.1125,0.1,0,0,0,0.0383182033390197,0.1
11,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
11,2,1,0,0,18.3645,0.1,0,0,0,0.0408315558646631,0.95
11,2,2,0,0,18.3645,0.1,0,0,0,0.04105308805871,0.95
11,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
11,3,1,0,0,367.29,0.1,0,0,0,0.0496446286175438,0.5
11,3,2,0,0,367.29,0.1,0,0,0,0.0439759117820958,0.5
11,3,3,0,0,367.29,0.1,0,0,0,0,0.5
11,3,4,0,0,367.29,0.1,0,0,0,0,0.5
12,1,1,0,0,459.1125,0.1,0,0,0,0.0742477126924105,0.1
12,1,2,0,0,459.1125,0.1,0,0,0,0.0682186583121959,0.1
12,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
12,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
12,2,1,0,0,18.3645,0.1,0,0,0,0.0801787636920526,0.95
12,2,2,0,0,18.3645,0.1,0,0,0,0.0751402341745717,0.95
12,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
12,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
12,3,1,0,0,367.29,0.1,0,0,0,0.0713438578004415,0.5
12,3,2,0,0,367.29,0.1,0,0,0,0.0662204510231897,0.5
12,3,3,0,0,367.29,0.1,0,0,0,0,0.5
12,3,4,0,0,367.29,0.1,0,0,0,0,0.5
