"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
4,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
4,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
4,2,1,0,0,18.3645,0.1,0,0,0,0.0852461725086189,0.95
4,2,2,0,0,18.3645,0.1,0,0,0,0.0802096882868689,0.95
4,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
4,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
4,3,1,0,0,367.29,0.1,0,0,0,0.0894205707755243,0.5
4,3,2,0,0,367.29,0.1,0,0,0,0.0868221113884476,0.5
4,3,3,0,0,367.29,0.1,0,0,0,0,0.5
4,3,4,0,0,367.29,0.1,0,0,0,0.0664765550099037,0.5
5,1,1,0,0,459.1125,0.1,0,0,0,0.0964663841910131,0.1
5,1,2,0,0,459.1125,0.1,0,0,0,0.0939141921689717,0.1
5,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
5,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
5,2,1,0,0,18.3645,0.1,0,0,0,0.0959011227370377,0.95
5,2,2,0,0,18.3645,0.1,0,0,0,0.0944198418664783,0.95
5,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
5,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
5,3,1,0,0,367.29,0.1,0,0,0,0.0982121385867228,0.5
5,3,2,0,0,367.29,0.1,0,0,0,0.0961592922182856,0.5
5,3,3,0,0,367.29,0.1,0,0,0,0,0.5
5,3,4,0,0,367.29,0.1,0,0,0,0.0748151433384588,0.5
6,1,1,0,0,459.1125,0.1,0,0,0,0.0411575836206628,0.1
6,1,2,0,0,459.1125,0.1,0,0,0,0.0274818897758641,0.1
6,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
6,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
6,2,1,0,0,18.3645,0.1,0,0,0,0.035557972357304,0.95
6,2,2,0,0,18.3645,0.1,0,0,0,0.0257834103396263,0.95
6,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
6,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
6,3,1,0,0,367.29,0.1,0,0,0,0.0480115943672561,0.5
6,3,2,0,0,367.29,0.1,0,0,0,0.0334696931123825,0.5
6,3,3,0,0,367.29,0.1,0,0,0,0,0.5
6,3,4,0,0,367.29,0.1,0,0,0,0.0398352966655228,0.5
7,1,1,0,0,459.1125,0.001,0,0,0,0.000760633740983814,0
7,1,2,0,0,459.1125,0.001,0,0,0,0,0
7,1,3,0,0,459.1125,0.001,0,0,0,0,0
7,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
7,2,1,0,0,18.3645,0.1,0,0,0,0.0824144714862775,0.95
7,2,2,0,0,18.3645,0.1,0,0,0,0.00880218386998134,0.95
7,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
7,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
7,3,1,0,0,367.29,0.001,0,0,0,0.000749845880872196,0
7,3,2,0,0,367.29,0.001,0,0,0,3.04609287572098e-05,0
7,3,3,0,0,367.29,0.001,0,0,0,0,0
7,3,4,0,0,367.29,0.1,0,0,0,0.0646459980291124,0.5
8,1,1,0,0,459.1125,0.001,0,0,0,0.000811716562440526,0
8,1,2,0,0,459.1125,0.001,0,0,0,0,0
8,1,3,0,0,459.1125,0.001,0,0,0,0,0
8,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
8,2,1,0,0,18.3645,0.1,0,0,0,0.0869457893734289,0.95
8,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
8,3,1,0,0,367.29,0.001,0,0,0,0.00080627490951409,0
8,3,2,0,0,367.29,0.001,0,0,0,0,0
8,3,3,0,0,367.29,0.001,0,0,0,0,0
8,3,4,0,0,367.29,0.1,0,0,0,0.0670730431413242,0.5
9,1,1,0,0,459.1125,0.1,0,0,0,0.0668590555104929,0.1
9,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
9,2,1,0,0,18.3645,0.1,0,0,0,0.0619041872460349,0.95
9,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
9,3,1,0,0,367.29,0.1,0,0,0,0.0720194813448155,0.5
9,3,2,0,0,367.29,0.1,0,0,0,0,0.5
9,3,3,0,0,367.29,0.1,0,0,0,0,0.5
9,3,4,0,0,367.29,0.1,0,0,0,0.0446147242439643,0.5
10,1,1,0,0,459.1125,0.1,0,0,0,0.0127534356323039,0.1
10,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
10,2,1,0,0,18.3645,0.1,0,0,0,0.0209847342046727,0.95
10,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
10,3,1,0,0,367.29,0.1,0,0,0,0.00475525161739446,0.5
10,3,2,0,0,367.29,0.1,0,0,0,0,0.5
10,3,3,0,0,367.29,0.1,0,0,0,0,0.5
10,3,4,0,0,367.29,0.1,0,0,0,0.00354552579753291,0.5
11,1,1,0,0,459.1125,0.1,0,0,0,0.0999390587900106,0.1
11,1,2,0,0,459.1125,0.1,0,0,0,0.0106847526890002,0.1
11,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
11,2,1,0,0,18.3645,0.1,0,0,0,0.0996863993892455,0.95
11,2,2,0,0,18.3645,0.1,0,0,0,0.0222031872173503,0.95
11,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
11,3,1,0,0,367.29,0.1,0,0,0,0.0997526185591355,0.5
11,3,2,0,0,367.29,0.1,0,0,0,0.0165220103076112,0.5
11,3,3,0,0,367.29,0.1,0,0,0,0,0.5
11,3,4,0,0,367.29,0.1,0,0,0,0.077798595547451,0.5
12,1,1,0,0,459.1125,0.1,0,0,0,0.0810680382096276,0.1
12,1,2,0,0,459.1125,0.1,0,0,0,0.0702512011837984,0.1
12,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
12,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
12,2,1,0,0,18.3645,0.1,0,0,0,0.0743657763391546,0.95
12,2,2,0,0,18.3645,0.1,0,0,0,0.0751355668826516,0.95
12,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
12,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
12,3,1,0,0,367.29,0.1,0,0,0,0.0793993478481503,0.5
12,3,2,0,0,367.29,0.1,0,0,0,0.0743205255366071,0.5
12,3,3,0,0,367.29,0.1,0,0,0,0,0.5
12,3,4,0,0,367.29,0.1,0,0,0,0.0775915097401558,0.5
