"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
4,1,2,0,0,459.1125,0.1,0,0,0,0.0854471796746682,0.1
4,1,3,0,0,459.1125,0.1,0,0,0,0.0217391037316213,0.1
4,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
4,2,1,0,0,18.3645,0.1,0,0,0,0.0922454948781253,0.95
4,2,2,0,0,18.3645,0.1,0,0,0,0.0876643886671334,0.95
4,2,3,0,0,18.3645,0.1,0,0,0,0.0315698910333441,0.95
4,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
4,3,1,0,0,367.29,0.1,0,0,0,0.0962654885459288,0.5
4,3,2,0,0,367.29,0.1,0,0,0,0.0886899202782435,0.5
4,3,3,0,0,367.29,0.1,0,0,0,0.0274226118505092,0.5
4,3,4,0,0,367.29,0.1,0,0,0,0,0.5
5,1,1,0,0,459.1125,0.1,0,0,0,0.0925308420572427,0.1
5,1,2,0,0,459.1125,0.1,0,0,0,0.0637441277375657,0.1
5,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
5,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
5,2,1,0,0,18.3645,0.1,0,0,0,0.0897267711984201,0.95
5,2,2,0,0,18.3645,0.1,0,0,0,0.0679123096702278,0.95
5,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
5,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
5,3,1,0,0,367.29,0.1,0,0,0,0.094778086849399,0.5
5,3,2,0,0,367.29,0.1,0,0,0,0.0685372110655381,0.5
5,3,3,0,0,367.29,0.1,0,0,0,0,0.5
5,3,4,0,0,367.29,0.1,0,0,0,0,0.5
6,1,1,0,0,459.1125,0.1,0,0,0,0.0529577812547993,0.1
6,1,2,0,0,459.1125,0.1,0,0,0,0.0772590405893689,0.1
6,1,3,0,0,459.1125,0.1,0,0,0,0.0134761878652817,0.1
6,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
6,2,1,0,0,18.3645,0.1,0,0,0,0.0616164439849763,0.95
6,2,2,0,0,18.3645,0.1,0,0,0,0.0834972014888487,0.95
6,2,3,0,0,18.3645,0.1,0,0,0,0.0242000355727246,0.95
6,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
6,3,1,0,0,367.29,0.1,0,0,0,0.0543988228482918,0.5
6,3,2,0,0,367.29,0.1,0,0,0,0.0763347139803863,0.5
6,3,3,0,0,367.29,0.1,0,0,0,0.0178877002762765,0.5
6,3,4,0,0,367.29,0.1,0,0,0,0.0301464982597529,0.5
7,1,1,0,0,459.1125,0.001,0,0,0,0.000436952654583059,0
7,1,2,0,0,459.1125,0.001,0,0,0,0.000426072121896002,0
7,1,3,0,0,459.1125,0.001,0,0,0,0,0
7,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
7,2,1,0,0,18.3645,0.1,0,0,0,0.0460032361111992,0.95
7,2,2,0,0,18.3645,0.1,0,0,0,0.0450876420775806,0.95
7,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
7,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
7,3,1,0,0,367.29,0.001,0,0,0,0.000493816314443662,0
7,3,2,0,0,367.29,0.001,0,0,0,0.000482845100866083,0
7,3,3,0,0,367.29,0.001,0,0,0,0,0
7,3,4,0,0,367.29,0.1,0,0,0,0.00570869538802424,0.5
8,1,1,0,0,459.1125,0.001,0,0,0,0.00010183377746072,0
8,1,2,0,0,459.1125,0.001,0,0,0,0.000254245820615009,0
8,1,3,0,0,459.1125,0.001,0,0,0,0,0
8,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
8,2,1,0,0,18.3645,0.1,0,0,0,0.0162976516453829,0.95
8,2,2,0,0,18.3645,0.1,0,0,0,0.0333529948487116,0.95
8,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
8,3,1,0,0,367.29,0.001,0,0,0,8.31310019215357e-05,0
8,3,2,0,0,367.29,0.001,0,0,0,0.000186408157431227,0
8,3,3,0,0,367.29,0.001,0,0,0,0,0
8,3,4,0,0,367.29,0.1,0,0,0,0,0.5
9,1,1,0,0,459.1125,0.1,0,0,0,0.0874438363343509,0.1
9,1,2,0,0,459.1125,0.1,0,0,0,0.0839606169687238,0.1
9,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
9,2,1,0,0,18.3645,0.1,0,0,0,0.086791903182647,0.95
9,2,2,0,0,18.3645,0.1,0,0,0,0.0842699647190058,0.95
9,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
9,3,1,0,0,367.29,0.1,0,0,0,0.0909006338795194,0.5
9,3,2,0,0,367.29,0.1,0,0,0,0.0877785162074985,0.5
9,3,3,0,0,367.29,0.1,0,0,0,0,0.5
9,3,4,0,0,367.29,0.1,0,0,0,0,0.5
10,1,1,0,0,459.1125,0.1,0,0,0,0.0778473553286975,0.1
10,1,2,0,0,459.1125,0.1,0,0,0,0.0728971476091602,0.1
10,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
10,2,1,0,0,18.3645,0.1,0,0,0,0.0818904450757873,0.95
10,2,2,0,0,18.3645,0.1,0,0,0,0.0789492418807675,0.95
10,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
10,3,1,0,0,367.29,0.1,0,0,0,0.0735483994006698,0.5
10,3,2,0,0,367.29,0.1,0,0,0,0.0698931436518522,0.5
10,3,3,0,0,367.29,0.1,0,0,0,0,0.5
10,3,4,0,0,367.29,0.1,0,0,0,0,0.5
11,1,1,0,0,459.1125,0.1,0,0,0,0.0345268972944048,0.1
11,1,2,0,0,459.1125,0.1,0,0,0,0.0915588896923647,0.1
11,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
11,2,1,0,0,18.3645,0.1,0,0,0,0.0436680755903241,0.95
11,2,2,0,0,18.3645,0.1,0,0,0,0.0933858641369119,0.95
11,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
11,3,1,0,0,367.29,0.1,0,0,0,0.0397845403640895,0.5
11,3,2,0,0,367.29,0.1,0,0,0,0.0939001111716507,0.5
11,3,3,0,0,367.29,0.1,0,0,0,0,0.5
11,3,4,0,0,367.29,0.1,0,0,0,0,0.5
12,1,1,0,0,459.1125,0.1,0,0,0,0.0650416419393945,0.1
12,1,2,0,0,459.1125,0.1,0,0,0,0.0531634071234522,0.1
12,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
12,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
12,2,1,0,0,18.3645,0.1,0,0,0,0.0727199870284292,0.95
12,2,2,0,0,18.3645,0.1,0,0,0,0.0618159004806146,0.95
12,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
12,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
12,3,1,0,0,367.29,0.1,0,0,0,0.0654680734721213,0.5
12,3,2,0,0,367.29,0.1,0,0,0,0.0546392319811841,0.5
12,3,3,0,0,367.29,0.1,0,0,0,0,0.5
12,3,4,0,0,367.29,0.1,0,0,0,0,0.5
