"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
4,1,2,0,0,459.1125,0.1,0,0,0,0.0490624352466614,0.1
4,1,3,0,0,459.1125,0.1,0,0,0,0.0621031755504853,0.1
4,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
4,2,1,0,0,18.3645,0.1,0,0,0,0.0772147726034836,0.95
4,2,2,0,0,18.3645,0.1,0,0,0,0.0546625523322395,0.95
4,2,3,0,0,18.3645,0.1,0,0,0,0.0659958461803903,0.95
4,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
4,3,1,0,0,367.29,0.1,0,0,0,0.0798529320713585,0.5
4,3,2,0,0,367.29,0.1,0,0,0,0.0543297497365545,0.5
4,3,3,0,0,367.29,0.1,0,0,0,0.0670487961875756,0.5
4,3,4,0,0,367.29,0.1,0,0,0,0.0730798358878343,0.5
5,1,1,0,0,459.1125,0.1,0,0,0,0.050868251229539,0.1
5,1,2,0,0,459.1125,0.1,0,0,0,0.0802573840505495,0.1
5,1,3,0,0,459.1125,0.1,0,0,0,0.0629846157238479,0.1
5,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
5,2,1,0,0,18.3645,0.1,0,0,0,0.05973298717833,0.95
5,2,2,0,0,18.3645,0.1,0,0,0,0.0860965887607365,0.95
5,2,3,0,0,18.3645,0.1,0,0,0,0.0707894859939425,0.95
5,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
5,3,1,0,0,367.29,0.1,0,0,0,0.0541687481809775,0.5
5,3,2,0,0,367.29,0.1,0,0,0,0.0814477312369725,0.5
5,3,3,0,0,367.29,0.1,0,0,0,0.0655063146472907,0.5
5,3,4,0,0,367.29,0.1,0,0,0,0.0721364238304606,0.5
6,1,1,0,0,459.1125,0.1,0,0,0,0.0142555822421085,0.1
6,1,2,0,0,459.1125,0.1,0,0,0,0.0617657978473579,0.1
6,1,3,0,0,459.1125,0.1,0,0,0,0.0443285326268693,0.1
6,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
6,2,1,0,0,18.3645,0.1,0,0,0,0.0232638842597532,0.95
6,2,2,0,0,18.3645,0.1,0,0,0,0.0532425779745918,0.95
6,2,3,0,0,18.3645,0.1,0,0,0,0.0499760941122489,0.95
6,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
6,3,1,0,0,367.29,0.1,0,0,0,0.0199098842948946,0.5
6,3,2,0,0,367.29,0.1,0,0,0,0.0604866598163737,0.5
6,3,3,0,0,367.29,0.1,0,0,0,0.0497382967615092,0.5
6,3,4,0,0,367.29,0.1,0,0,0,0.0374755669406113,0.5
7,1,1,0,0,459.1125,0.001,0,0,0,0.000300110648261084,0
7,1,2,0,0,459.1125,0.001,0,0,0,0.000365588136680863,0
7,1,3,0,0,459.1125,0.001,0,0,0,0.000826190607543174,0
7,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
7,2,1,0,0,18.3645,0.1,0,0,0,0.0402269535057202,0.95
7,2,2,0,0,18.3645,0.1,0,0,0,0.0276906593203948,0.95
7,2,3,0,0,18.3645,0.1,0,0,0,0.0881778897805689,0.95
7,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
7,3,1,0,0,367.29,0.001,0,0,0,0.000337725356642334,0
7,3,2,0,0,367.29,0.001,0,0,0,0.000310032444420801,0
7,3,3,0,0,367.29,0.001,0,0,0,0.000821036442312492,0
7,3,4,0,0,367.29,0.1,0,0,0,0.0508365742165208,0.5
8,1,1,0,0,459.1125,0.001,0,0,0,0,0
8,1,2,0,0,459.1125,0.001,0,0,0,0,0
8,1,3,0,0,459.1125,0.001,0,0,0,0.000712726819717783,0
8,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
8,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,3,0,0,18.3645,0.1,0,0,0,0.0783113275355237,0.95
8,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
8,3,1,0,0,367.29,0.001,0,0,0,0,0
8,3,2,0,0,367.29,0.001,0,0,0,0,0
8,3,3,0,0,367.29,0.001,0,0,0,0.000711498754480201,0
8,3,4,0,0,367.29,0.1,0,0,0,0.0649893323678187,0.5
9,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,2,0,0,459.1125,0.1,0,0,0,0.0345792818630821,0.1
9,1,3,0,0,459.1125,0.1,0,0,0,0.0809434409568965,0.1
9,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
9,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,2,0,0,18.3645,0.1,0,0,0,0.0276743542998044,0.95
9,2,3,0,0,18.3645,0.1,0,0,0,0.0836912884416832,0.95
9,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
9,3,1,0,0,367.29,0.1,0,0,0,0,0.5
9,3,2,0,0,367.29,0.1,0,0,0,0.0290696797399708,0.5
9,3,3,0,0,367.29,0.1,0,0,0,0.0765339878245501,0.5
9,3,4,0,0,367.29,0.1,0,0,0,0.0207168014276173,0.5
10,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,2,0,0,459.1125,0.1,0,0,0,0.0559793886701642,0.1
10,1,3,0,0,459.1125,0.1,0,0,0,0.0837891028888982,0.1
10,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
10,2,1,0,0,18.3645,0.1,0,0,0,0.00249826797479703,0.95
10,2,2,0,0,18.3645,0.1,0,0,0,0.0471031910618064,0.95
10,2,3,0,0,18.3645,0.1,0,0,0,0.0780382928906784,0.95
10,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
10,3,1,0,0,367.29,0.1,0,0,0,0,0.5
10,3,2,0,0,367.29,0.1,0,0,0,0.0543470749395768,0.5
10,3,3,0,0,367.29,0.1,0,0,0,0.0853513318928371,0.5
10,3,4,0,0,367.29,0.1,0,0,0,0,0.5
11,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,2,0,0,459.1125,0.1,0,0,0,0.0212700828739454,0.1
11,1,3,0,0,459.1125,0.1,0,0,0,0.086466753190923,0.1
11,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
11,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,2,0,0,18.3645,0.1,0,0,0,0.00968294409277621,0.95
11,2,3,0,0,18.3645,0.1,0,0,0,0.080688096285875,0.95
11,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
11,3,1,0,0,367.29,0.1,0,0,0,0,0.5
11,3,2,0,0,367.29,0.1,0,0,0,0.0157530460453326,0.5
11,3,3,0,0,367.29,0.1,0,0,0,0.0848023741440159,0.5
11,3,4,0,0,367.29,0.1,0,0,0,0,0.5
12,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
12,1,2,0,0,459.1125,0.1,0,0,0,0.0365415262540046,0.1
12,1,3,0,0,459.1125,0.1,0,0,0,0.0425669722841141,0.1
12,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
12,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
12,2,2,0,0,18.3645,0.1,0,0,0,0.0369005806375892,0.95
12,2,3,0,0,18.3645,0.1,0,0,0,0.0445673359119638,0.95
12,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
12,3,1,0,0,367.29,0.1,0,0,0,0,0.5
12,3,2,0,0,367.29,0.1,0,0,0,0.0303490231823138,0.5
12,3,3,0,0,367.29,0.1,0,0,0,0.0359621498446429,0.5
12,3,4,0,0,367.29,0.1,0,0,0,0,0.5
