"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
4,1,2,0,0,459.1125,0.1,0,0,0,0.0835573389688083,0.1
4,1,3,0,0,459.1125,0.1,0,0,0,0.0375756484046228,0.1
4,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
4,2,1,0,0,18.3645,0.1,0,0,0,0.00936418056200112,0.95
4,2,2,0,0,18.3645,0.1,0,0,0,0.078903804946163,0.95
4,2,3,0,0,18.3645,0.1,0,0,0,0.028036145475988,0.95
4,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
4,3,1,0,0,367.29,0.1,0,0,0,0.00493755906801651,0.5
4,3,2,0,0,367.29,0.1,0,0,0,0.0865635204622464,0.5
4,3,3,0,0,367.29,0.1,0,0,0,0.0349169979770334,0.5
4,3,4,0,0,367.29,0.1,0,0,0,0.031909076223507,0.5
5,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
5,1,2,0,0,459.1125,0.1,0,0,0,0.0542871357686264,0.1
5,1,3,0,0,459.1125,0.1,0,0,0,0.0191721356239438,0.1
5,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
5,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
5,2,2,0,0,18.3645,0.1,0,0,0,0.0496157899808136,0.95
5,2,3,0,0,18.3645,0.1,0,0,0,0.0116969277742549,0.95
5,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
5,3,1,0,0,367.29,0.1,0,0,0,0,0.5
5,3,2,0,0,367.29,0.1,0,0,0,0.0604831724354259,0.5
5,3,3,0,0,367.29,0.1,0,0,0,0.0178124176205165,0.5
5,3,4,0,0,367.29,0.1,0,0,0,0.0325990286202186,0.5
6,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
6,1,2,0,0,459.1125,0.1,0,0,0,0.0922762859613243,0.1
6,1,3,0,0,459.1125,0.1,0,0,0,0.0353233616560837,0.1
6,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
6,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
6,2,2,0,0,18.3645,0.1,0,0,0,0.0951273759402935,0.95
6,2,3,0,0,18.3645,0.1,0,0,0,0.0262784499128897,0.95
6,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
6,3,1,0,0,367.29,0.1,0,0,0,0,0.5
6,3,2,0,0,367.29,0.1,0,0,0,0.0901645392762634,0.5
6,3,3,0,0,367.29,0.1,0,0,0,0.029753957103648,0.5
6,3,4,0,0,367.29,0.1,0,0,0,0.0656656165876863,0.5
7,1,1,0,0,459.1125,0.001,0,0,0,0,0
7,1,2,0,0,459.1125,0.001,0,0,0,0.00023967113531399,0
7,1,3,0,0,459.1125,0.001,0,0,0,0,0
7,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
7,2,1,0,0,18.3645,0.1,0,0,0,0.000506949260082872,0.95
7,2,2,0,0,18.3645,0.1,0,0,0,0.0247889544306486,0.95
7,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
7,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
7,3,1,0,0,367.29,0.001,0,0,0,0,0
7,3,2,0,0,367.29,0.001,0,0,0,0.000293921390115923,0
7,3,3,0,0,367.29,0.001,0,0,0,0,0
7,3,4,0,0,367.29,0.1,0,0,0,0.0454166824744051,0.5
8,1,1,0,0,459.1125,0.001,0,0,0,0.000789469285047781,0
8,1,2,0,0,459.1125,0.001,0,0,0,0.00055146234272754,0
8,1,3,0,0,459.1125,0.001,0,0,0,8.20296561485812e-05,0
8,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
8,2,1,0,0,18.3645,0.1,0,0,0,0.0841480282376149,0.95
8,2,2,0,0,18.3645,0.1,0,0,0,0.0630657268253963,0.95
8,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
8,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
8,3,1,0,0,367.29,0.001,0,0,0,0.000816178984294029,0
8,3,2,0,0,367.29,0.001,0,0,0,0.00059186988165747,0
8,3,3,0,0,367.29,0.001,0,0,0,2.04021949144649e-05,0
8,3,4,0,0,367.29,0.1,0,0,0,0.0661787853209382,0.5
9,1,1,0,0,459.1125,0.1,0,0,0,0.00521102176093172,0.1
9,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
9,1,3,0,0,459.1125,0.1,0,0,0,0.0126119183597556,0.1
9,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
9,2,1,0,0,18.3645,0.1,0,0,0,0.0169760489315176,0.95
9,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
9,2,3,0,0,18.3645,0.1,0,0,0,0.000817507243994341,0.95
9,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
9,3,1,0,0,367.29,0.1,0,0,0,0.0108634902617975,0.5
9,3,2,0,0,367.29,0.1,0,0,0,0,0.5
9,3,3,0,0,367.29,0.1,0,0,0,0.00667913335671906,0.5
9,3,4,0,0,367.29,0.1,0,0,0,0.0752766845652775,0.5
10,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
10,1,3,0,0,459.1125,0.1,0,0,0,0.0432999888354469,0.1
10,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
10,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
10,2,3,0,0,18.3645,0.1,0,0,0,0.0452959918627608,0.95
10,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
10,3,1,0,0,367.29,0.1,0,0,0,0,0.5
10,3,2,0,0,367.29,0.1,0,0,0,0,0.5
10,3,3,0,0,367.29,0.1,0,0,0,0.0366995956349318,0.5
10,3,4,0,0,367.29,0.1,0,0,0,0.0358883393972342,0.5
11,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,3,0,0,459.1125,0.1,0,0,0,0,0.1
11,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
11,2,1,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,3,0,0,18.3645,0.1,0,0,0,0,0.95
11,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
11,3,1,0,0,367.29,0.1,0,0,0,0,0.5
11,3,2,0,0,367.29,0.1,0,0,0,0,0.5
11,3,3,0,0,367.29,0.1,0,0,0,0,0.5
11,3,4,0,0,367.29,0.1,0,0,0,0,0.5
12,1,1,0,0,459.1125,0.1,0,0,0,0.0601004285416732,0.1
12,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
12,1,3,0,0,459.1125,0.1,0,0,0,0.0639738585477949,0.1
12,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
12,2,1,0,0,18.3645,0.1,0,0,0,0.0679197108166186,0.95
12,2,2,0,0,18.3645,0.1,0,0,0,0,0.95
12,2,3,0,0,18.3645,0.1,0,0,0,0.0563050711851635,0.95
12,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
12,3,1,0,0,367.29,0.1,0,0,0,0.0634199974797582,0.5
12,3,2,0,0,367.29,0.1,0,0,0,0,0.5
12,3,3,0,0,367.29,0.1,0,0,0,0.0596074277906288,0.5
12,3,4,0,0,367.29,0.1,0,0,0,0,0.5
